population,asset_class,symbol,horizon_min,n_origins,rung,execution,hurdle_bps,fraction_signed_endpoint_above_hurdle,fraction_future_up_excursion_above_hurdle
"xstock_spot; A/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,A/USD,5,610,1,TT,20.02002002001957,0.12622950819672132,0.20163934426229507
"xstock_spot; PNC/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PNC/USD,5,289,2,TT,16.012810248198228,0.04844290657439446,0.07958477508650519
"xstock_spot; PNC/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PNC/USD,5,289,2,MT,6.004803843076001,0.23875432525951557,0.40484429065743943
"xstock_spot; PNC/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PNC/USD,5,289,2,MM,-3.9992001599675753,0.657439446366782,0.9550173010380623
"xstock_spot; PNC/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PNC/USD,15,49,1,TT,20.02002002001957,0.0,0.0
"xstock_spot; PNC/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PNC/USD,15,49,1,MT,8.00800800800916,0.24489795918367346,0.5102040816326531
"xstock_spot; PNC/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PNC/USD,15,49,1,MM,-3.9992001599675753,0.6938775510204082,0.9795918367346939
"xstock_spot; PNC/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PNC/USD,15,49,2,TT,16.012810248198228,0.02040816326530612,0.04081632653061224
"xstock_spot; PNC/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PNC/USD,15,49,2,MT,6.004803843076001,0.32653061224489793,0.6530612244897959
"xstock_spot; PNC/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PNC/USD,15,49,2,MM,-3.9992001599675753,0.6938775510204082,0.9795918367346939
"xstock_spot; PNR/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PNR/USD,5,699,1,TT,20.02002002001957,0.11158798283261803,0.19599427753934193
"xstock_spot; PNR/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PNR/USD,5,699,1,MT,8.00800800800916,0.3032904148783977,0.5336194563662375
"xstock_spot; PNR/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PNR/USD,5,699,1,MM,-3.9992001599675753,0.6266094420600858,0.9699570815450643
"xstock_spot; PNR/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PNR/USD,5,699,2,TT,16.012810248198228,0.1659513590844063,0.2703862660944206
"xstock_spot; PNR/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PNR/USD,5,699,2,MT,6.004803843076001,0.3419170243204578,0.5908440629470673
"xstock_spot; PNR/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PNR/USD,5,699,2,MM,-3.9992001599675753,0.6266094420600858,0.9699570815450643
"xstock_spot; PNR/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PNR/USD,15,297,1,TT,20.02002002001957,0.21885521885521886,0.42424242424242425
"xstock_spot; PNR/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PNR/USD,15,297,1,MT,8.00800800800916,0.3872053872053872,0.7239057239057239
"xstock_spot; PNR/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PNR/USD,15,297,1,MM,-3.9992001599675753,0.5488215488215489,0.9764309764309764
"xstock_spot; PNR/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PNR/USD,15,297,2,TT,16.012810248198228,0.26262626262626265,0.4983164983164983
"xstock_spot; PNR/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PNR/USD,15,297,2,MT,6.004803843076001,0.41414141414141414,0.7609427609427609
"xstock_spot; PNR/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PNR/USD,15,297,2,MM,-3.9992001599675753,0.5488215488215489,0.9764309764309764
"xstock_spot; PNR/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PNR/USD,60,10,1,TT,20.02002002001957,0.7,0.7
"xstock_spot; PNR/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PNR/USD,60,10,1,MT,8.00800800800916,0.7,0.7
"xstock_spot; PNR/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PNR/USD,60,10,1,MM,-3.9992001599675753,0.7,1.0
"xstock_spot; PNR/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PNR/USD,60,10,2,TT,16.012810248198228,0.7,0.7
"xstock_spot; PNR/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PNR/USD,60,10,2,MT,6.004803843076001,0.7,0.7
"xstock_spot; PNR/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PNR/USD,60,10,2,MM,-3.9992001599675753,0.7,1.0
"xstock_spot; PODD/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PODD/USD,5,100,1,TT,20.02002002001957,0.16,0.25
"xstock_spot; PODD/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PODD/USD,5,100,1,MT,8.00800800800916,0.32,0.59
"xstock_spot; PODD/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PODD/USD,5,100,1,MM,-3.9992001599675753,0.64,0.94
"xstock_spot; PODD/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PODD/USD,5,100,2,TT,16.012810248198228,0.2,0.35
"xstock_spot; PODD/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PODD/USD,5,100,2,MT,6.004803843076001,0.36,0.61
"xstock_spot; PODD/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PODD/USD,5,100,2,MM,-3.9992001599675753,0.64,0.94
"xstock_spot; PODD/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PODD/USD,15,20,1,TT,20.02002002001957,0.2,0.65
"xstock_spot; PODD/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PODD/USD,15,20,1,MT,8.00800800800916,0.55,1.0
"xstock_spot; PODD/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PODD/USD,15,20,1,MM,-3.9992001599675753,0.8,1.0
"xstock_spot; PODD/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PODD/USD,15,20,2,TT,16.012810248198228,0.3,0.75
"xstock_spot; PODD/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PODD/USD,15,20,2,MT,6.004803843076001,0.55,1.0
"xstock_spot; PODD/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PODD/USD,15,20,2,MM,-3.9992001599675753,0.8,1.0
"xstock_spot; POOL/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,POOL/USD,5,27,1,TT,20.02002002001957,0.07407407407407407,0.2962962962962963
"xstock_spot; POOL/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,POOL/USD,5,27,1,MT,8.00800800800916,0.2222222222222222,0.5185185185185185
"xstock_spot; POOL/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,POOL/USD,5,27,1,MM,-3.9992001599675753,0.48148148148148145,0.8148148148148148
"xstock_spot; POOL/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,POOL/USD,5,27,2,TT,16.012810248198228,0.1111111111111111,0.37037037037037035
"xstock_spot; POOL/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,POOL/USD,5,27,2,MT,6.004803843076001,0.25925925925925924,0.5185185185185185
"xstock_spot; POOL/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,POOL/USD,5,27,2,MM,-3.9992001599675753,0.48148148148148145,0.8148148148148148
"xstock_spot; PPG/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PPG/USD,5,224,1,TT,20.02002002001957,0.07142857142857142,0.10714285714285714
"xstock_spot; PPG/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PPG/USD,5,224,1,MT,8.00800800800916,0.22321428571428573,0.36607142857142855
"xstock_spot; PPG/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PPG/USD,5,224,1,MM,-3.9992001599675753,0.6071428571428571,0.9598214285714286
"xstock_spot; PPG/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PPG/USD,5,224,2,TT,16.012810248198228,0.10714285714285714,0.15178571428571427
"xstock_spot; PPG/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PPG/USD,5,224,2,MT,6.004803843076001,0.26339285714285715,0.48660714285714285
"xstock_spot; PPG/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PPG/USD,5,224,2,MM,-3.9992001599675753,0.6071428571428571,0.9598214285714286
"xstock_spot; PPG/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PPG/USD,15,59,1,TT,20.02002002001957,0.01694915254237288,0.22033898305084745
"xstock_spot; PPG/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PPG/USD,15,59,1,MT,8.00800800800916,0.1694915254237288,0.4576271186440678
"xstock_spot; PPG/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PPG/USD,15,59,1,MM,-3.9992001599675753,0.4745762711864407,0.9830508474576272
"xstock_spot; PPG/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PPG/USD,15,59,2,TT,16.012810248198228,0.1016949152542373,0.2542372881355932
"xstock_spot; PPG/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PPG/USD,15,59,2,MT,6.004803843076001,0.2033898305084746,0.5932203389830508
"xstock_spot; PPG/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PPG/USD,15,59,2,MM,-3.9992001599675753,0.4745762711864407,0.9830508474576272
"xstock_spot; PPL/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PPL/USD,5,1443,1,TT,20.02002002001957,0.038808038808038806,0.06444906444906445
"xstock_spot; PPL/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PPL/USD,5,1443,1,MT,8.00800800800916,0.20235620235620236,0.35273735273735274
"xstock_spot; PPL/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PPL/USD,5,1443,1,MM,-3.9992001599675753,0.7103257103257103,0.997920997920998
"xstock_spot; PPL/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PPL/USD,5,1443,2,TT,16.012810248198228,0.06722106722106722,0.11157311157311157
"xstock_spot; PPL/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PPL/USD,5,1443,2,MT,6.004803843076001,0.24740124740124741,0.4331254331254331
"xstock_spot; PPL/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PPL/USD,5,1443,2,MM,-3.9992001599675753,0.7103257103257103,0.997920997920998
"xstock_spot; PPL/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PPL/USD,15,1240,1,TT,20.02002002001957,0.12338709677419354,0.22983870967741934
"xstock_spot; PPL/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PPL/USD,15,1240,1,MT,8.00800800800916,0.35,0.5975806451612903
"xstock_spot; PPL/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PPL/USD,15,1240,1,MM,-3.9992001599675753,0.6895161290322581,0.9975806451612903
"xstock_spot; PPL/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PPL/USD,15,1240,2,TT,16.012810248198228,0.18467741935483872,0.3225806451612903
"xstock_spot; PPL/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PPL/USD,15,1240,2,MT,6.004803843076001,0.39838709677419354,0.660483870967742
"xstock_spot; PPL/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PPL/USD,15,1240,2,MM,-3.9992001599675753,0.6895161290322581,0.9975806451612903
"xstock_spot; PPL/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PPL/USD,60,683,1,TT,20.02002002001957,0.40702781844802344,0.5973645680819912
"xstock_spot; PPL/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PPL/USD,60,683,1,MT,8.00800800800916,0.6105417276720352,0.9165446559297218
"xstock_spot; PPL/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PPL/USD,60,683,1,MM,-3.9992001599675753,0.8330893118594437,0.9970717423133236
"xstock_spot; PPL/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PPL/USD,60,683,2,TT,16.012810248198228,0.4538799414348463,0.6720351390922401
"xstock_spot; PPL/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PPL/USD,60,683,2,MT,6.004803843076001,0.636896046852123,0.9297218155197657
"xstock_spot; PPL/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PPL/USD,60,683,2,MM,-3.9992001599675753,0.8330893118594437,0.9970717423133236
"xstock_spot; PPLT/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PPLT/USD,5,354,1,TT,20.02002002001957,0.1497175141242938,0.20056497175141244
"xstock_spot; PPLT/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PPLT/USD,5,354,1,MT,8.00800800800916,0.3361581920903955,0.4689265536723164
"xstock_spot; PPLT/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PPLT/USD,5,354,1,MM,-3.9992001599675753,0.6694915254237288,0.9463276836158192
"xstock_spot; PPLT/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PPLT/USD,5,354,2,TT,16.012810248198228,0.1977401129943503,0.2542372881355932
"xstock_spot; PPLT/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PPLT/USD,5,354,2,MT,6.004803843076001,0.4209039548022599,0.632768361581921
"xstock_spot; PPLT/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PPLT/USD,5,354,2,MM,-3.9992001599675753,0.6694915254237288,0.9463276836158192
"xstock_spot; PPLT/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PPLT/USD,15,113,1,TT,20.02002002001957,0.5132743362831859,0.5398230088495575
"xstock_spot; PPLT/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PPLT/USD,15,113,1,MT,8.00800800800916,0.6106194690265486,0.7433628318584071
"xstock_spot; PPLT/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PPLT/USD,15,113,1,MM,-3.9992001599675753,0.7345132743362832,0.9911504424778761
"xstock_spot; PPLT/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PPLT/USD,15,113,2,TT,16.012810248198228,0.5575221238938053,0.5752212389380531
"xstock_spot; PPLT/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PPLT/USD,15,113,2,MT,6.004803843076001,0.6460176991150443,0.8407079646017699
"xstock_spot; PPLT/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PPLT/USD,15,113,2,MM,-3.9992001599675753,0.7345132743362832,0.9911504424778761
"xstock_spot; PRU/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PRU/USD,5,529,1,TT,20.02002002001957,0.034026465028355386,0.054820415879017016
"xstock_spot; PRU/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PRU/USD,5,529,1,MT,8.00800800800916,0.19659735349716445,0.3572778827977316
"xstock_spot; PRU/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PRU/USD,5,529,1,MM,-3.9992001599675753,0.6294896030245747,0.9621928166351607
"xstock_spot; PRU/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PRU/USD,5,529,2,TT,16.012810248198228,0.052930056710775046,0.11153119092627599
"xstock_spot; PRU/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PRU/USD,5,529,2,MT,6.004803843076001,0.2514177693761815,0.42344045368620037
"xstock_spot; PRU/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PRU/USD,5,529,2,MM,-3.9992001599675753,0.6294896030245747,0.9621928166351607
"xstock_spot; PRU/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PRU/USD,15,148,1,TT,20.02002002001957,0.20270270270270271,0.25675675675675674
"xstock_spot; PRU/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PRU/USD,15,148,1,MT,8.00800800800916,0.41216216216216217,0.6554054054054054
"xstock_spot; PRU/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PRU/USD,15,148,1,MM,-3.9992001599675753,0.6216216216216216,0.9797297297297297
"xstock_spot; PRU/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PRU/USD,15,148,2,TT,16.012810248198228,0.2635135135135135,0.33783783783783783
"xstock_spot; PRU/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PRU/USD,15,148,2,MT,6.004803843076001,0.42567567567567566,0.6756756756756757
"xstock_spot; PRU/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PRU/USD,15,148,2,MM,-3.9992001599675753,0.6216216216216216,0.9797297297297297
"xstock_spot; PRU/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PRU/USD,60,20,1,TT,20.02002002001957,0.85,1.0
"xstock_spot; PRU/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PRU/USD,60,20,1,MT,8.00800800800916,1.0,1.0
"xstock_spot; PRU/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PRU/USD,60,20,1,MM,-3.9992001599675753,1.0,1.0
"xstock_spot; PRU/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PRU/USD,60,20,2,TT,16.012810248198228,1.0,1.0
"xstock_spot; PRU/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PRU/USD,60,20,2,MT,6.004803843076001,1.0,1.0
"xstock_spot; PRU/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PRU/USD,60,20,2,MM,-3.9992001599675753,1.0,1.0
"xstock_spot; PSA/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PSA/USD,5,354,1,TT,20.02002002001957,0.11299435028248588,0.16101694915254236
"xstock_spot; PSA/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PSA/USD,5,354,1,MT,8.00800800800916,0.3248587570621469,0.4519774011299435
"xstock_spot; PSA/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PSA/USD,5,354,1,MM,-3.9992001599675753,0.6497175141242938,0.96045197740113
"xstock_spot; PSA/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PSA/USD,5,354,2,TT,16.012810248198228,0.16666666666666666,0.2344632768361582
"xstock_spot; PSA/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PSA/USD,5,354,2,MT,6.004803843076001,0.3502824858757062,0.5084745762711864
