population,asset_class,symbol,horizon_min,valid_origins,potential_row_offset_origins,origins_rejected_for_gaps,signed_endpoint_bps_p10,signed_endpoint_bps_p50,signed_endpoint_bps_p90,signed_endpoint_bps_p99,absolute_endpoint_bps_p10,absolute_endpoint_bps_p50,absolute_endpoint_bps_p90,absolute_endpoint_bps_p99,future_up_excursion_bps_p10,future_up_excursion_bps_p50,future_up_excursion_bps_p90,future_up_excursion_bps_p99,future_down_excursion_bps_p10,future_down_excursion_bps_p50,future_down_excursion_bps_p90,future_down_excursion_bps_p99
crypto_spot; 0G/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,0G/USD,5,196,1817,1621,-241.93548387096752,0.0,212.80063749637645,408.2469053195053,0.0,106.38297872340496,300.8702391139378,408.2469053195053,-40.32258064516125,81.30081300812941,267.4102674102674,530.6039488966335,0.0,81.63265306122436,308.3700440528636,403.5874439461884
crypto_spot; USDC/USDT; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,USDC/USDT,15,1793,6605,4812,-0.9999999999998899,0.0,1.0001000100001711,2.000400080015563,0.0,0.9996001599354987,1.0002000400088917,2.000400080015563,0.0,0.9997000899719666,1.9999999999997797,34.07005892633343,0.0,0.9997000899730768,1.9994001799461536,2.0002000200014525
crypto_spot; USDC/USDT; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,USDC/USDT,60,301,6560,6259,-1.9994001799461536,0.0,0.9998000399913387,1.9996000799826774,0.0,0.9997000899719666,1.9994001799461536,2.000400080015563,0.0,0.9998000399913387,37.98100949525374,39.988003598920855,0.0,0.9999999999998899,2.9994001199751263,3.998800359891197
crypto_spot; USDC/USDT; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,USDC/USDT,240,0,6380,6380,,,,,,,,,,,,,,,,
crypto_spot; USDE/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,USDE/USD,5,0,43,43,,,,,,,,,,,,,,,,
crypto_spot; USDE/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,USDE/USD,15,0,33,33,,,,,,,,,,,,,,,,
crypto_spot; USDE/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,USDE/USD,60,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; USDE/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,USDE/USD,240,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; USDE/USDC; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,USDE/USDC,5,0,26,26,,,,,,,,,,,,,,,,
crypto_spot; USDE/USDC; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,USDE/USDC,15,0,16,16,,,,,,,,,,,,,,,,
crypto_spot; USDE/USDC; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,USDE/USDC,60,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; USDE/USDC; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,USDE/USDC,240,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; USDE/USDT; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,USDE/USDT,5,0,4,4,,,,,,,,,,,,,,,,
crypto_spot; USDE/USDT; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,USDE/USDT,15,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; USDE/USDT; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,USDE/USDT,60,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; USDE/USDT; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,USDE/USDT,240,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; USDG/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,USDG/USD,5,7,2815,2808,-0.39999999999995584,0.0,0.4000400040000688,0.9400940094001604,0.0,0.0,1.0000400040000024,1.0000940094001542,0.599999999999934,1.0001000100001711,1.4001400140011282,1.9401940194024188,-0.40004000400006834,0.0,0.9999999999998899,0.9999999999998899
crypto_spot; USDG/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,USDG/USD,15,0,2805,2805,,,,,,,,,,,,,,,,
crypto_spot; USDG/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,USDG/USD,60,0,2760,2760,,,,,,,,,,,,,,,,
crypto_spot; USDG/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,USDG/USD,240,0,2580,2580,,,,,,,,,,,,,,,,
crypto_spot; USDG/USDC; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,USDG/USDC,5,62,984,922,-0.8997300809757686,0.0,0.9998000399913387,2.9994001199762366,0.0,0.0,1.899270288884812,2.9994001199762366,0.0,0.9998000399913387,1.9996000799826774,2.9994001199762366,0.0,0.0,0.9998000399913387,2.9985007496247107
crypto_spot; USDG/USDC; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,USDG/USDC,15,12,974,962,-1.7992802878848966,0.0,0.9998000399913387,0.9998000399913387,0.0,0.49990001999566935,1.8992602918840311,2.888577702351925,0.9996201479420819,1.9996000799826774,2.9994001199762366,2.9994001199762366,0.0,0.49990001999566935,1.8992602918840311,2.888577702351925
crypto_spot; USDG/USDC; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,USDG/USDC,60,0,929,929,,,,,,,,,,,,,,,,
crypto_spot; USDG/USDC; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,USDG/USDC,240,0,749,749,,,,,,,,,,,,,,,,
crypto_spot; USDG/USDT; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,USDG/USDT,5,0,241,241,,,,,,,,,,,,,,,,
crypto_spot; USDG/USDT; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,USDG/USDT,15,0,231,231,,,,,,,,,,,,,,,,
crypto_spot; USDG/USDT; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,USDG/USDT,60,0,186,186,,,,,,,,,,,,,,,,
crypto_spot; USDG/USDT; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,USDG/USDT,240,0,6,6,,,,,,,,,,,,,,,,
crypto_spot; USDGO/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,USDGO/USD,5,0,14,14,,,,,,,,,,,,,,,,
crypto_spot; USDGO/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,USDGO/USD,15,0,4,4,,,,,,,,,,,,,,,,
crypto_spot; USDGO/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,USDGO/USD,60,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; USDGO/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,USDGO/USD,240,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; USDPT/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,USDPT/USD,5,0,4,4,,,,,,,,,,,,,,,,
crypto_spot; USDPT/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,USDPT/USD,15,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; USDPT/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,USDPT/USD,60,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; USDPT/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,USDPT/USD,240,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; USDPT/USDT; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,USDPT/USDT,5,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; USDPT/USDT; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,USDPT/USDT,15,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; USDPT/USDT; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,USDPT/USDT,60,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; USDPT/USDT; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,USDPT/USDT,240,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; USDS/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,USDS/USD,5,0,13,13,,,,,,,,,,,,,,,,
crypto_spot; USDS/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,USDS/USD,15,0,3,3,,,,,,,,,,,,,,,,
crypto_spot; USDS/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,USDS/USD,60,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; USDS/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,USDS/USD,240,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; USDT/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,USDT/USD,5,7740,7745,5,-0.2000900405185746,0.0,0.20009004051635415,0.7999879217236661,0.0,0.10003301089467342,0.3001680941328022,0.9004816693811701,0.0,0.10004201764779452,0.4002441489303621,1.5000933059465815,0.0,0.10003801444558036,0.40004000400051254,1.0001000100012813
crypto_spot; USDT/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,USDT/USD,15,7720,7735,15,-0.3001741009778236,0.0,0.3999488065675738,1.10066039623824,0.0,0.10005803365853438,0.500180064822997,1.4002587692006019,0.0,0.19999800001890833,0.7002801120448154,2.5011255064777416,0.0,0.1999960000786949,0.6000480038403921,2.001029592100933
crypto_spot; USDT/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,USDT/USD,60,7630,7690,60,-0.6001980653613792,0.0,0.7000700070003418,1.900333509509755,0.0,0.29998500075234524,0.9004331083337647,2.000400080015563,0.0,0.3999860005010625,1.400182023663099,5.173157930264586,0.09999700009033496,0.3001741009778236,1.0999890001106571,2.901682976126363
crypto_spot; USDT/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,USDT/USD,240,7270,7510,240,-1.0997690485003986,0.0,1.5001530156615317,4.602255105001785,0.09999800003823722,0.600186057677643,1.799946001619368,4.602255105001785,0.09999700009144519,0.9003421300102232,2.7003996607048997,9.50522787533048,0.1999800019991671,0.7002661011179523,2.6015869680506842,4.100287020091242
crypto_spot; USDUC/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,USDUC/USD,5,7,496,489,-216.9259867710964,-83.96062536189963,78.26610475617107,183.92534617700179,0.0,176.80707228289072,216.92598677109643,237.40152157632934,20.845396641574258,37.64842166232185,320.96397642781096,331.6283789220316,0.0,282.9916257580134,486.7812850292134,693.4704223018375
crypto_spot; USDUC/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,USDUC/USD,15,0,486,486,,,,,,,,,,,,,,,,
crypto_spot; USDUC/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,USDUC/USD,60,0,441,441,,,,,,,,,,,,,,,,
crypto_spot; USDUC/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,USDUC/USD,240,0,261,261,,,,,,,,,,,,,,,,
crypto_spot; USELESS/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,USELESS/USD,5,4169,6577,2408,-161.40166157385204,4.883408619216212,183.64621592621475,493.86186746528045,14.590694089021694,80.0613235669867,240.39717936256645,570.5225840818489,-5.38794514568397,81.78997837736235,261.1301655069296,628.490082900091,-7.354877120960168,72.92193559264915,243.47008059890936,624.8922501799645
crypto_spot; USELESS/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,USELESS/USD,15,2497,6567,4070,-316.2583149741817,35.188036067737016,369.9105734553063,971.00177481329,26.981146498127995,167.8397401191134,474.85513288417695,1102.3791691629203,28.86305924793575,184.4213396966099,540.712187375722,1481.428672004849,5.72790615320296,136.4433264730558,451.5496371974337,1434.8509381094188
crypto_spot; USELESS/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,USELESS/USD,60,842,6522,5680,-609.394594404515,205.61634923016436,1144.1705613464192,2047.4449400911435,59.22046054674835,427.524490366622,1185.587901876975,2047.4449400911435,111.06222322066662,563.1294944479359,1771.92391157032,2710.2548465507048,16.680455780497276,294.2999255847695,1368.012123129912,2043.0189106111516
crypto_spot; USELESS/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,USELESS/USD,240,156,6342,6186,-1107.8558827504535,-367.5294139967733,421.9560589623628,884.7748682179407,55.58873810466159,506.1008613081019,1107.8558827504535,1308.3378048033005,127.55382797572824,451.56298788886716,1403.411733983413,1753.7264200574077,951.705849921799,1580.8103608570245,1985.4988455429245,2114.511752621206
crypto_spot; USTABLES/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,USTABLES/USD,5,0,68,68,,,,,,,,,,,,,,,,
crypto_spot; USTABLES/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,USTABLES/USD,15,0,58,58,,,,,,,,,,,,,,,,
crypto_spot; USTABLES/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,USTABLES/USD,60,0,13,13,,,,,,,,,,,,,,,,
crypto_spot; USTABLES/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,USTABLES/USD,240,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; USUAL/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,USUAL/USD,5,0,6,6,,,,,,,,,,,,,,,,
crypto_spot; USUAL/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,USUAL/USD,15,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; USUAL/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,USUAL/USD,60,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; USUAL/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,USUAL/USD,240,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; VANRY/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,VANRY/USD,5,0,32,32,,,,,,,,,,,,,,,,
crypto_spot; VANRY/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,VANRY/USD,15,0,22,22,,,,,,,,,,,,,,,,
crypto_spot; VANRY/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,VANRY/USD,60,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; VANRY/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,VANRY/USD,240,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; VELO/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,VELO/USD,5,479,2399,1920,-95.81829914475514,0.0,91.11276950471225,211.80913054562035,2.1693883860161023,41.232638888888395,115.66723012449475,255.4894333817473,0.0,44.033465433730434,118.73935390512268,320.6160297830496,0.0,53.80629732961384,123.56004157870547,272.7811820517889
crypto_spot; VELO/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,VELO/USD,15,65,2389,2324,-108.44469781981702,-6.4088869899603385,99.09909909909808,172.08318810270703,7.620564103492989,57.75741884086916,146.71580904037575,332.3113526213475,2.0780092930601235,63.79913562461592,181.11289882346074,196.74325630137838,0.0,71.20253164556888,130.99911706121526,389.7102794618442
crypto_spot; VELO/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,VELO/USD,60,0,2344,2344,,,,,,,,,,,,,,,,
crypto_spot; VELO/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,VELO/USD,240,0,2164,2164,,,,,,,,,,,,,,,,
crypto_spot; VELVET/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,VELVET/USD,5,15,1314,1299,-629.5049878951248,-32.85870755750375,55.798998925916436,200.85882192775472,22.011892819237655,63.53240152477735,629.5049878951248,684.1955552503103,-33.11258278145712,22.026431718060735,185.39252788290068,723.420594168347,-6.629834254143761,42.780748663101555,829.6961476165123,847.2553699284002
crypto_spot; VELVET/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,VELVET/USD,15,0,1304,1304,,,,,,,,,,,,,,,,
crypto_spot; VELVET/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,VELVET/USD,60,0,1259,1259,,,,,,,,,,,,,,,,
crypto_spot; VELVET/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,VELVET/USD,240,0,1079,1079,,,,,,,,,,,,,,,,
crypto_spot; VET/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,VET/USD,5,30,1569,1539,-9.18482262248643,11.472333896425102,79.87642913888874,142.80547779308756,2.9241916284238334,13.890813120350787,79.87642913888874,142.80547779308756,-0.4380201489269082,18.279132060001757,83.24466573098512,158.6938859685314,-4.703729511474686,7.353784234510052,37.417074822089674,46.73098567158126
crypto_spot; VET/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,VET/USD,15,0,1559,1559,,,,,,,,,,,,,,,,
crypto_spot; VET/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,VET/USD,60,0,1514,1514,,,,,,,,,,,,,,,,
crypto_spot; VET/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,VET/USD,240,0,1334,1334,,,,,,,,,,,,,,,,
crypto_spot; VET/USDC; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,VET/USDC,5,0,26,26,,,,,,,,,,,,,,,,
crypto_spot; VET/USDC; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,VET/USDC,15,0,16,16,,,,,,,,,,,,,,,,
crypto_spot; VET/USDC; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,VET/USDC,60,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; VET/USDC; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,VET/USDC,240,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; VET/USDT; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,VET/USDT,5,0,33,33,,,,,,,,,,,,,,,,
crypto_spot; VET/USDT; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,VET/USDT,15,0,23,23,,,,,,,,,,,,,,,,
crypto_spot; VET/USDT; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,VET/USDT,60,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; VET/USDT; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,VET/USDT,240,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; VFY/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,VFY/USD,5,91,626,535,-535.9877488514553,0.0,201.34228187919322,956.5679925994466,21.929824561404132,125.71428571428456,949.494949494949,3174.93342801349,-9.746588693956282,86.95652173912993,552.4861878453024,1509.9167437557796,0.0,111.35857461024412,1931.2436804853394,3823.3978341913726
crypto_spot; VFY/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,VFY/USD,15,5,616,611,-1616.7009175119365,-604.5081967213117,-415.4316534405167,-389.9302621182441,415.4316534405167,604.5081967213117,1616.7009175119365,2214.4360491980024,-34.87420957160015,0.0,1120.0181270251283,1766.4698978088966,419.69150434573476,796.277145811789,2277.565399372167,3115.416114405303
crypto_spot; VFY/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,VFY/USD,60,0,571,571,,,,,,,,,,,,,,,,
crypto_spot; VFY/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,VFY/USD,240,0,391,391,,,,,,,,,,,,,,,,
crypto_spot; VIRTUAL/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,VIRTUAL/USD,5,803,3535,2732,-32.405197812339416,-1.4647722279181874,27.692758510124094,70.71432700988233,2.9053720426994722,14.566642388929019,43.96622290678567,108.85523780476439,-4.3609722208131085,11.976047904189713,36.69786417225663,81.38797820538217,-1.4583213592045396,14.513788098693414,43.80772860608852,126.6480796367889
crypto_spot; VIRTUAL/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,VIRTUAL/USD,15,256,3525,3269,-53.49982073831805,-2.8648395179059483,40.094951321077986,95.98882617382259,5.08174152890617,24.828417946919366,70.87307202548354,290.0357104729753,0.7244277021156709,24.839661869920924,53.89658713158108,105.82689541446248,1.4567744287136142,23.26934460973762,71.25749708550399,401.45099466957436
crypto_spot; VIRTUAL/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,VIRTUAL/USD,60,23,3480,3457,-33.27450416850297,2.8998115122513823,47.4111223481586,60.50322127601824,8.417285541953758,33.25140957062267,52.749554713420025,60.50322127601824,17.651007250920614,43.51610095735481,90.41556921275973,97.12125656666916,4.3719214892115055,40.61502756019797,70.06420284842574,73.41562890667682
crypto_spot; VIRTUAL/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,VIRTUAL/USD,240,0,3300,3300,,,,,,,,,,,,,,,,
crypto_spot; VIRTUAL/USDC; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,VIRTUAL/USDC,5,0,63,63,,,,,,,,,,,,,,,,
crypto_spot; VIRTUAL/USDC; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,VIRTUAL/USDC,15,0,53,53,,,,,,,,,,,,,,,,
crypto_spot; VIRTUAL/USDC; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,VIRTUAL/USDC,60,0,8,8,,,,,,,,,,,,,,,,
crypto_spot; VIRTUAL/USDC; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,VIRTUAL/USDC,240,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; VIRTUAL/USDT; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,VIRTUAL/USDT,5,0,97,97,,,,,,,,,,,,,,,,
crypto_spot; VIRTUAL/USDT; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,VIRTUAL/USDT,15,0,87,87,,,,,,,,,,,,,,,,
crypto_spot; VIRTUAL/USDT; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,VIRTUAL/USDT,60,0,42,42,,,,,,,,,,,,,,,,
crypto_spot; VIRTUAL/USDT; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,VIRTUAL/USDT,240,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; VOOI/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,VOOI/USD,5,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; VOOI/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,VOOI/USD,15,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; VOOI/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,VOOI/USD,60,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; VOOI/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,VOOI/USD,240,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; VSN/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,VSN/USD,5,367,1507,1140,-80.12382773377036,7.248127567043294,80.61759799721102,160.3364754432137,4.822765125641393,38.65668035757386,120.61766909152931,199.12750430026975,7.212061282277471,72.37635705669598,160.63611491108006,271.25239252877634,0.0,33.86550556361945,132.26409390637212,277.03706062487674
crypto_spot; VSN/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,VSN/USD,15,70,1497,1427,-41.174554807743675,15.760523072149146,92.12165321711207,131.5162970713658,7.260585393577879,33.89010123549974,92.12165321711207,131.5162970713658,59.59784932127588,116.42010985859596,164.77539291922017,198.6434108527124,2.1818181818183966,43.457289818145114,86.89585456400384,116.2541524010521
crypto_spot; VSN/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,VSN/USD,60,0,1452,1452,,,,,,,,,,,,,,,,
crypto_spot; VSN/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,VSN/USD,240,0,1272,1272,,,,,,,,,,,,,,,,
crypto_spot; VVV/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,VVV/USD,5,718,3731,3013,-40.714781355183696,0.0,47.18365629622559,151.97954475512358,3.474715662224015,20.342737280348857,67.61844660090246,174.0869097071677,-1.7493935635608526,16.43882753312731,65.09782969512703,158.1025396334816,-3.8173596436810175,15.515492279651323,57.8095776961718,164.2432255029354
